All Transactions Report Created: 2018-08-15 22:57:58 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"1/26/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.18","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"1/26/2018","Payment/Deposit","",,"","PAYPAL *DATINGDIVAS 402-935-7733","Fix Me","Fix Me","",,"-26.99","Discover 3128(6)",
﻿,,"1/26/2018","Payment/Deposit","",,"","Ancestry.Com","Membership","Membership","",,"-19.95","Discover 3128(6)",
﻿,,"1/26/2018","Payment/Deposit","",,"","DOLLARTREE KANSAS CITY MO","Fix Me","Fix Me","",,"-8.71","Discover 3128(6)",
﻿,,"1/26/2018","Payment/Deposit","",,"","Wendy's","Dining:Terry","Dining:Terry","",,"-4.68","Discover 3128(6)",
﻿,,"1/26/2018","Payment/Deposit","",,"","Hellofresh Cityny","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"1/26/2018","Payment/Deposit","",,"","North Fulton Hospital","Medical:Doctor","Medical:Doctor","",,"-79.89","Fidelity HSA XX5575","MD CT Scan"
﻿,,"1/26/2018","Payment/Deposit","Check","4486","","Timber's Edge HOA","Household","Household","",,"-675.00","Checking","HOA fees 2018"
﻿,,"1/25/2018","Sell","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","0.102 shares @ 12.156863","Investments:Sell","","-0.102","1.24","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 01/25/2018"
﻿,,"1/25/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","118.75 shares @ 1.00","Investments:Sell","","-118.75","118.75","Fidelity HSA XX5575",""
﻿,,"1/25/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","42.94 shares @ 1.00","Investments:Sell","","-42.94","42.94","Fidelity HSA XX5575",""
﻿,,"1/25/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","737.4 shares @ 1.00","Investments:Sell","","-737.4","737.40","Fidelity HSA XX5575",""
﻿,,"1/25/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-22.68","Discover4221(6)",
﻿,,"1/25/2018","Payment/Deposit","",,"","DON PERDUE AUTOMOTIVE KANSAS CIT","Auto:Repair","Auto:Repair","",,"-104.76","Discover 3128(6)","MD starter"
﻿,,"1/25/2018","Payment/Deposit","",,"","Profile Overlan","Groceries","Groceries","",,"-15.84","Discover 3128(6)",
﻿,,"1/25/2018","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"-9.81","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"1/25/2018","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"-1.80","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"1/25/2018","Payment/Deposit","",,"","OPRMC","Medical:Hospital","Medical:Hospital","",,"-118.75","Fidelity HSA XX5575","GD Sleep study"
﻿,,"1/25/2018","Payment/Deposit","",,"","North Fulton Emergency","Medical:Hospital","Medical:Hospital","",,"-42.94","Fidelity HSA XX5575","MD ER"
﻿,,"1/25/2018","Payment/Deposit","",,"","North Fulton Hospital","Medical:Doctor","Medical:Doctor","",,"-737.40","Fidelity HSA XX5575","MD ER/XRay"
﻿,,"1/25/2018","Payment/Deposit","",,"",,"Transfer:[Checking]","Transfer:[Checking]","",,"1,043.91","Sears 9920(29)","payment (auto)"
﻿,,"1/25/2018","Payment/Deposit","",,"","Sears","Transfer:[Sears 9920(29)]","Transfer:[Sears 9920(29)]","",,"-1,043.91","Checking","payment (auto)"
﻿,,"1/24/2018","Payment/Deposit","",,"","Fees","Invest Exp","Invest Exp","",,"-1.24","IBM 401k Fidelity",
﻿,,"1/24/2018","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-8.49","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"1/24/2018","Payment/Deposit","",,"","Star Chiropractic","Medical:Chiropractic","Medical:Chiropractic","",,"-13.15","Discover 3128(6)",
﻿,,"1/24/2018","Payment/Deposit","",,"","Chipotle","Dining:Matthew","Dining:Matthew","",,"-6.07","Matt Checking 0451","DBT PURCHASE ON 01/23 @ 05:24 CHIPOTLE 0776 CHIPOTLE 0776 KANSAS"
﻿,,"1/23/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-42.17","Sears 9920(29)",
﻿,,"1/22/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-58.23","Sears 9920(29)",
﻿,,"1/22/2018","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"-378.23","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"1/22/2018","Payment/Deposit","",,"","McDonald's","Dining:Terry","Dining:Terry","",,"-8.09","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"1/22/2018","Payment/Deposit","",,"","FREDDYS FROZEN CUSTARD O OVERLAN","Dining:Terry","Dining:Terry","",,"-4.03","Discover 3128(6)",
﻿,,"1/22/2018","Payment/Deposit","",,"","JC Penney","Transfer:[JC Penney (30)]","Transfer:[JC Penney (30)]","",,"-159.82","Checking","payment (auto)"
﻿,,"1/21/2018","Payment/Deposit","",,"","Jack Stack BBQ","Dining:Matthew","Dining:Matthew","",,"-17.15","Matt Checking 0451","DBT PURCHASE ON 01/20 @ 01:07 JACK STACK BBQ MC JACK STACK BBQ M"
﻿,,"1/21/2018","Payment/Deposit","",,"","Aarons Family Fun Center Inc","Fix Me","Fix Me","",,"-3.38","Matt Checking 0451","DBT PURCHASE ON 01/20 @ 07:30 AARON'S FAMILY FUN CENT AARON'S FA"
﻿,,"1/20/2018","Payment/Deposit","",,"","Applebees","Dining:Family","Dining:Family","",,"-26.46","Sears 9920(29)",
﻿,,"1/20/2018","Payment/Deposit","",,"","BLAIR 800-458-6057 MA","Clothing","Clothing","",,"-21.60","Discover 3128(6)","gma"
﻿,,"1/20/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"10.00","Matt Checking 0451",
﻿,,"1/20/2018","Payment/Deposit","TXFR",,"","Tbo Trf","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-10.00","Checking",
﻿,,"1/20/2018","Payment/Deposit","",,"","Transfer Money","Transfer:[Checking]","Transfer:[Checking]","",,"15.00","Matt Checking 0451","Electronic Transfer"
﻿,,"1/20/2018","Payment/Deposit","OXfr",,"","Transfer Money","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-15.00","Checking","Electronic Transfer"
﻿,,"1/20/2018","Payment/Deposit","",,"","Kcpt Donations","Charity:Cash","Charity:Cash","",,"-19.00","Checking",
﻿,,"1/19/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-41.73","Sears 9920(29)","Accord 139767"
﻿,,"1/19/2018","Payment/Deposit","",,"","XOOM 66 KANSAS CITY MO","Personal","Personal","",,"-50.88","Discover 3128(6)","MD cigs"
﻿,,"1/19/2018","Payment/Deposit","",,"","HELLOFRESH NEW YORK CITYNY","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"1/19/2018","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-5.99","Discover 3128(6)",
﻿,,"1/19/2018","Payment/Deposit","",,"","Wendy's","Dining:Terry","Dining:Terry","",,"-4.32","Discover 3128(6)",
﻿,,"1/19/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-6.00","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"1/19/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Checking]","Transfer:[Checking]","",,"160.00","Terry Cash",
﻿,,"1/19/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Terry Cash]","Transfer:[Terry Cash]","",,"-160.00","Checking",
﻿,,"1/19/2018","Payment/Deposit","",,"","KOHLS","Transfer:[Checking]","Transfer:[Checking]","",,"202.59","Kohls 3215(25)","payment (auto)"
﻿,,"1/19/2018","Payment/Deposit","",,"","KOHLS","Transfer:[Kohls 3215(25)]","Transfer:[Kohls 3215(25)]","",,"-202.59","Checking","payment (auto)"
﻿,,"1/18/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-7.52","Sears 9920(29)",
﻿,,"1/18/2018","Payment/Deposit","",,"","Lands End","Fix Me","Fix Me","",,"-28.59","Sears 9920(29)",
﻿,,"1/18/2018","Payment/Deposit","",,"","MARDEL #0015 OVERLAND PARKKS","Fix Me","Fix Me","",,"-19.08","Discover 3128(6)",
﻿,,"1/18/2018","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-11.99","Discover 3128(6)","Schieber - Athist Xian Walk into Bar"
﻿,,"1/18/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-8.99","Discover 3128(6)",
﻿,,"1/18/2018","Payment/Deposit","",,"","GD Haircut","Personal","Personal","",,"-17.00","Greg Cash",
﻿,,"1/18/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Greg Cash]","Transfer:[Greg Cash]","",,"-60.00","Checking",
﻿,,"1/18/2018","Payment/Deposit","ATM",,"","Withdrawal","Transfer:[Checking]","Transfer:[Checking]","",,"60.00","Greg Cash",
﻿,,"1/17/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-22.24","Sears 9920(29)","odyssey"
﻿,,"1/17/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-9.79","Sears 9920(29)",
﻿,,"1/17/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-116.98","Discover 3128(6)",
﻿,,"1/17/2018","Payment/Deposit","",,"","DON PERDUE AUTOMOTIVE KANSAS CIT","Auto:Repair","Auto:Repair","",,"-47.47","Discover 3128(6)","accord"
﻿,,"1/17/2018","Payment/Deposit","",,"","APL* ITUNES.COM/BILL 866-712-775","Entertainment","Entertainment","",,"-16.35","Discover 3128(6)","HBO"
﻿,,"1/17/2018","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-9.99","Discover 3128(6)","Think Differently"
﻿,,"1/17/2018","Payment/Deposit","",,"","SCHLOTZSKY'S 2785 OVERLAND PARKK","Dining:Terry","Dining:Terry","",,"-9.47","Discover 3128(6)",
﻿,,"1/17/2018","Payment/Deposit","",,"","BLUE MOOSE LENEXA LENEXA KS","Dining:Greg","Dining:Greg","",,"-19.70","Discover4221(6)",
﻿,,"1/17/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"-7,000.00","Savings",
﻿,,"1/17/2018","Payment/Deposit","TXFR",,"","Tbo Trf","Transfer:[Savings]","Transfer:[Savings]","",,"7,000.00","Checking",
﻿,,"1/17/2018","Payment/Deposit","",,"","LaZBoy","Transfer:[Checking]","Transfer:[Checking]","",,"257.00","LaZBoy","payment (auto)"
﻿,,"1/17/2018","Payment/Deposit","",,"","LaZBoy","Transfer:[LaZBoy]","Transfer:[LaZBoy]","",,"-257.00","Checking","payment (auto)"
﻿,,"1/16/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","1,050 shares @ 1.00","Investments:Buy","","1,050","-1,050.00","Fidelity HSA XX5575",""
﻿,,"1/16/2018","Payment/Deposit","",,"","SEARS WARRANTY 855-256-2467 FL","Insurance","Insurance","",,"-49.99","Discover 3128(6)",
﻿,,"1/16/2018","Payment/Deposit","",,"","CO CONTR CURRENT YR EMPLOYER CU","Misc Inc","Misc Inc","",,"750.00","Fidelity HSA XX5575","CO CONTR CURRENT YR  EMPLOYER CUR YR"
﻿,,"1/16/2018","Payment/Deposit","",,"","CO CONTR CURRENT YR EMPLOYER CU","Misc Inc","Misc Inc","",,"300.00","Fidelity HSA XX5575","CO CONTR CURRENT YR  EMPLOYER CUR YR"
﻿,,"1/15/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-48.97","Discover 3128(6)",
﻿,,"1/15/2018","Payment/Deposit","",,"","CHARGEPOINT INC CAMPBELL CA","Auto:Fuel","Auto:Fuel","",,"-0.69","Discover 3128(6)","leaf"
﻿,,"1/15/2018","Payment/Deposit","",,"","McDonald's","Dining:Terry","Dining:Terry","",,"-7.38","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"1/15/2018","Payment/Deposit","",,"","Popeyes","Dining:Greg","Dining:Greg","",,"-6.89","Discover4221(6)",
﻿,,"1/15/2018","Payment/Deposit","",,"","Google FIber","Utilities:Cable TV","Utilities:Cable TV","",,"-172.61","Discover 3128(6)",
﻿,,"1/15/2018","Payment/Deposit","",,"","Costco Visa","Transfer:[Checking]","Transfer:[Checking]","",,"169.42","Costco Visa 5455","payment (auto)"
﻿,,"1/15/2018","Payment/Deposit","",,"","Costco Visa","Transfer:[Costco Visa 5455]","Transfer:[Costco Visa 5455]","",,"-169.42","Checking","payment (auto)"
﻿,,"1/14/2018","Payment/Deposit","",,"","Bo Lings","Dining:Family","Dining:Family","",,"-54.20","Sears 9920(29)",
﻿,,"1/13/2018","Payment/Deposit","",,"","Appliance Parts Pros","Home Repair","Home Repair","",,"-79.65","Discover 3128(6)","oven element"
﻿,,"1/13/2018","Payment/Deposit","",,"","iTunes","Fix Me","Fix Me","",,"-6.54","Discover 3128(6)",
﻿,,"1/12/2018","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","13.947 shares @ 12.160321","Investments:Buy","","13.947","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 01/12/2018"
﻿,,"1/12/2018","Buy","",,"Stable Value","Stable Value","25.721 shares @ 6.593834","Investments:Buy","","25.721","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 01/12/2018"
﻿,,"1/12/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","262.5 shares @ 1.00","Investments:Buy","","262.5","-262.50","Fidelity HSA XX5575",""
﻿,,"1/12/2018","Payment/Deposit","",,"","Chick-fil-a","Dining:Greg","Dining:Greg","",,"-7.40","Discover4221(6)",
﻿,,"1/12/2018","Payment/Deposit","",,"","Land's End","Clothing","Clothing","",,"-64.58","Discover 3128(6)",
﻿,,"1/12/2018","Payment/Deposit","",,"","Hellofresh Cityny","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"1/12/2018","Payment/Deposit","",,"","CVS Pharmacy","Fix Me","Fix Me","",,"-44.05","Discover 3128(6)",
﻿,,"1/12/2018","Payment/Deposit","",,"","Bed Bath & Beyond","Fix Me","Fix Me","",,"-16.18","Discover 3128(6)",
﻿,,"1/12/2018","Payment/Deposit","",,"","Domino's Pizza","Dining:Family","Dining:Family","",,"-8.72","Discover 3128(6)",
﻿,,"1/12/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Checking]","Transfer:[Checking]","",,"150.00","Terry Cash",
﻿,,"1/12/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Terry Cash]","Transfer:[Terry Cash]","",,"-150.00","Checking",
﻿,,"1/12/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"262.50","Fidelity HSA XX5575","Medical savings plan"
﻿,,"1/12/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-77.39","Savings","Paycheck"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-330.90","Savings","Paycheck"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-551.13","Savings","Paycheck"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-202.22","Savings","Paycheck"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-132.22","Savings","Health care (medical + dental)"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-262.50","Savings","Medical savings plan"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-79.72","Savings","Life Insurance"
﻿,"S","1/12/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,,"1/12/2018","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"1/11/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-25.34","Discover4221(6)",
﻿,,"1/11/2018","Payment/Deposit","",,"","Royal","Fix Me","Fix Me","",,"-9.81","Discover 3128(6)",
﻿,,"1/11/2018","Payment/Deposit","",,"","AMAZONPRIME MEMBERSHIP AMZN.COM/","Subscriptions","Subscriptions","",,"-99.00","Discover 3128(6)",
﻿,,"1/11/2018","Payment/Deposit","",,"","iTunes","Fix Me","Fix Me","",,"-9.99","Matt Checking 0451","DBT PURCHASE ON 01/11 @ 15:56 APL* ITUNES.COM/BILL APL* ITUNES.C"
﻿,,"1/11/2018","Payment/Deposit","",,"","Loan Nissan Leaf","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","Loan Nissan Leaf",
﻿,,"1/11/2018","Payment/Deposit","",,"","Loan Nissan Leaf","Transfer:[Checking]","Transfer:[Checking]","",,"633.60","Loan Nissan Leaf",
﻿,"S","1/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","Transfer:[Loan Nissan Leaf]","",,"-633.60","Checking",
﻿,"S","1/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment:Interest","Auto & Transport:Auto Payment:Interest","",,"-4.29","Checking",
﻿,"S","1/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","Transfer:[Loan Nissan Leaf]","",,"0.00","Checking",
﻿,"S","1/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment","Auto & Transport:Auto Payment","",,"0.00","Checking",
﻿,,"1/10/2018","Payment/Deposit","",,"","McDonald's","Dining:Terry","Dining:Terry","",,"-7.43","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"1/10/2018","Payment/Deposit","",,"","BD'S MONGOLIAN BBQ #880 OVERLAND","Dining:Greg","Dining:Greg","",,"-12.97","Discover4221(6)",
﻿,,"1/10/2018","Payment/Deposit","",,"","ATM Old Metcalf 13500 Metcalf Avenue","Fix Me","Fix Me","",,"3.00","Matt Checking 0451","ATM OLD METCALF 13500 METCALF AVENUE OVERLAND PARKKS CARD NBR: -"
﻿,,"1/10/2018","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Groceries","Groceries","",,"-59.84","Discover 3128(6)",
﻿,,"1/10/2018","Payment/Deposit","",,"","THE INSIGHT PROGRAM ROSWELL GA","Personal","Personal","",,"-45.00","Discover 3128(6)","MD necklace"
﻿,,"1/10/2018","Payment/Deposit","",,"","STAR CHIROPRACTIC SHAWNEE KS","Medical:Chiropractic","Medical:Chiropractic","",,"-37.70","Discover 3128(6)",
﻿,,"1/9/2018","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-34.38","Sears 9920(29)",
﻿,,"1/9/2018","Payment/Deposit","",,"","PROGRESSIVE *INSURANCE 800-776-4","Insurance:Automobile","Insurance:Automobile","",,"-537.34","Discover4221(6)","MD"
﻿,,"1/9/2018","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-6.68","Discover4221(6)",
﻿,,"1/9/2018","Payment/Deposit","",,"","JCWW (Johnson County Wastewater)","Utilities:Water","Utilities:Water","",,"-85.80","Checking","Payment"
﻿,,"1/8/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-147.50","Discover 3128(6)",
﻿,,"1/8/2018","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-11.99","Discover 3128(6)","Loftus Xian Delusion"
﻿,,"1/8/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-2.39","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"1/7/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-58.43","Discover 3128(6)",
﻿,,"1/7/2018","Payment/Deposit","",,"","Larkburger","Dining:Family","Dining:Family","",,"-23.04","Discover4221(6)",
﻿,,"1/7/2018","Payment/Deposit","",,"","Blue Mountain","Subscriptions","Subscriptions","",,"-15.99","Discover4221(6)",
﻿,,"1/7/2018","Payment/Deposit","",,"","Hellofresh Cityny","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"1/7/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-47.94","Discover 3128(6)",
﻿,,"1/7/2018","Payment/Deposit","",,"","Pizza Hut","Dining:Family","Dining:Family","",,"-25.10","Discover 3128(6)",
﻿,,"1/7/2018","Payment/Deposit","",,"","iTunes","Fix Me","Fix Me","",,"-1.08","Discover 3128(6)",
﻿,,"1/7/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-35.47","Discover4221(6)",
﻿,,"1/6/2018","Payment/Deposit","",,"","Interest","Interest Exp","Interest Exp","",,"-47.53","Discover4221(6)",
﻿,,"1/5/2018","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-67.64","Discover 3128(6)",
﻿,,"1/5/2018","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-277.56","Discover 3128(6)","wireless"
﻿,,"1/5/2018","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,"S","1/4/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","1/4/2018","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","1/4/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-131.04","Checking","extra"
﻿,,"1/3/2018","Payment/Deposit","",,"","Lca Jay","Medical:Doctor","Medical:Doctor","",,"-52.82","Discover4221(6)","labs"
﻿,,"1/3/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-17.78","Discover 3128(6)",
﻿,,"1/3/2018","Payment/Deposit","",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-76.00","Checking",
﻿,,"1/2/2018","Payment/Deposit","",,"","CVS Pharmacy","Fix Me","Fix Me","",,"-29.98","Discover 3128(6)",
﻿,,"1/2/2018","Payment/Deposit","",,"","McDonald's","Dining:Family","Dining:Family","",,"-11.26","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"1/2/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.02","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
