All Transactions Report Created: 2018-08-15 22:58:52 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"6/27/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-5.32","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 11:48 QT 227 02002277 QT 227 02002277 KA"
﻿,,"6/27/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-1.62","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 11:05 QT 190 02001907 QT 190 02001907 KA"
﻿,,"6/27/2017","Payment/Deposit","",,"","Fees","Invest Exp","Invest Exp","",,"-0.92","IBM 401k Fidelity",
﻿,,"6/27/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-105.17","Discover4221(6)",
﻿,,"6/27/2017","Payment/Deposit","",,"","Ancestry.Com","Membership","Membership","",,"-19.95","Discover 3128(6)",
﻿,,"6/27/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-36.27","Discover4221(6)",
﻿,,"6/27/2017","Payment/Deposit","",,"","Lynda.com","Education","Education","",,"-34.99","AMEX Everyday(22)","P-09740787 888-335-9632"
﻿,,"6/27/2017","Payment/Deposit","",,"","Consolidated Communications","Utilities:CableTV","Utilities:CableTV","",,"-168.97","Discover 3128(6)",
﻿,,"6/27/2017","Payment/Deposit","",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-93.00","Checking",
﻿,,"6/27/2017","Payment/Deposit","",,"","Barclay","Transfer:[Checking]","Transfer:[Checking]","",,"40.36","Apple Rewards 2672(3)","payment (auto)"
﻿,,"6/27/2017","Payment/Deposit","",,"","Barclay","Transfer:[Apple Rewards 2672(3)]","Transfer:[Apple Rewards 2672(3)]","",,"-40.36","Checking","payment (auto)"
﻿,,"6/26/2017","Reinvest Dividend","",,"Scudder Dreman High Return A (KDHAX)","Scudder Dreman High Return A (KDHAX)","2.483 shares @ 53.290375","Investments:Reinvest Dividend","","2.483","0.00","TD IRA (Scottrade)",""
﻿,,"6/26/2017","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.05","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"6/26/2017","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"6/26/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","11.94 shares @ 1.00","Investments:Sell","","-11.94","11.94","Fidelity HSA XX5575",""
﻿,,"6/26/2017","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.01","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"6/26/2017","Payment/Deposit","",,"","Nnt Graffeti W","Fix Me","Fix Me","",,"-49.00","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 19:06 NNT GRAFFETI 46130211365 W 95TH ST"
﻿,,"6/26/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-43.93","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 15:10 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"6/26/2017","Payment/Deposit","",,"","Supernatural Body Piercing","Fix Me","Fix Me","",,"-35.54","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 11:28 SUPERNATURAL BODY PIERC SUPERNATUR"
﻿,,"6/26/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-30.40","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 08:50 QT 160 02001600 QT 160 02001600 ME"
﻿,,"6/26/2017","Payment/Deposit","",,"","Phillips Royal Llc","Fix Me","Fix Me","",,"-2.17","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 15:10 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"6/26/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-1.96","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 08:50 QT 160 02001600 QT 160 02001600 ME"
﻿,,"6/26/2017","Payment/Deposit","",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","Dining:Greg","",,"-4.40","Discover4221(6)",
﻿,,"6/26/2017","Payment/Deposit","",,"","CVS Pharmacy","Fix Me","Fix Me","",,"-11.94","Fidelity HSA XX5575","NORMAL DISTR PARTIAL POS8237 CVS/PHARMACY #  Overland Par  KS"
﻿,,"6/25/2017","Payment/Deposit","",,"","ATM Old Metcalf 13500 Metcalf Avenue","Fix Me","Fix Me","",,"175.00","Matt Checking 0451","ATM OLD METCALF 13500 METCALF AVENUE OVERLAND PARKKS CARD NBR: -"
﻿,,"6/25/2017","Payment/Deposit","",,"","ATM Old Metcalf 13500 Metcalf Avenue","Fix Me","Fix Me","",,"140.00","Matt Checking 0451","ATM OLD METCALF 13500 METCALF AVENUE OVERLAND PARKKS CARD NBR: -"
﻿,,"6/25/2017","Payment/Deposit","",,"","ATM Old Metcalf 13500 Metcalf Avenue","Auto:Fees","Auto:Fees","",,"85.00","Matt Checking 0451","ATM OLD METCALF 13500 METCALF AVENUE OVERLAND PARKKS CARD NBR: -"
﻿,,"6/25/2017","Payment/Deposit","",,"","Stellar Nails Stellar","Fix Me","Fix Me","",,"-40.00","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 18:14 STELLAR NAILS STELLAR NAILS OVERLA"
﻿,,"6/25/2017","Payment/Deposit","",,"","Crossfirst Bank","Fix Me","Fix Me","",,"-12.00","Matt Checking 0451","CROSSFIRST BANK 4707 W 135TH STREET LEAWOOD KS CARD NBR: -9811"
﻿,,"6/25/2017","Payment/Deposit","",,"","iTunes","Fix Me","Fix Me","",,"-9.99","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 21:08 APL* ITUNES.COM/BILL APL* ITUNES.C"
﻿,,"6/25/2017","Payment/Deposit","",,"","CVS Pharmacy","Fix Me","Fix Me","",,"-6.52","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 16:41 CVS/PHARMACY #08 08237--135th Stre"
﻿,,"6/25/2017","Payment/Deposit","",,"","Mariachis","Dining:Family","Dining:Family","",,"-30.96","Sears 9920(29)",
﻿,,"6/25/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-46.80","Discover4221(6)",
﻿,,"6/25/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-63.47","Discover4221(6)",
﻿,,"6/25/2017","Payment/Deposit","",,"","Sears","Transfer:[Checking]","Transfer:[Checking]","",,"659.20","Sears 9920(29)","payment (auto)"
﻿,,"6/25/2017","Payment/Deposit","",,"","Sears","Transfer:[Sears 9920(29)]","Transfer:[Sears 9920(29)]","",,"-659.20","Checking","payment (auto)"
﻿,,"6/24/2017","Payment/Deposit","",,"","Vivid Seats Weekn","Fix Me","Fix Me","",,"-352.16","Matt Checking 0451","DBT PURCHASE ON 06/23 @ 12:28 VIVID SEATS THE WEEKN VIVID SEATS "
﻿,,"6/24/2017","Payment/Deposit","",,"","Vivid Seats Kendrick","Fix Me","Fix Me","",,"-343.09","Matt Checking 0451","DBT PURCHASE ON 06/23 @ 12:28 VIVID SEATS KENDRICK VIVID SEATS K"
﻿,,"6/24/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-4.09","Matt Checking 0451","DBT PURCHASE ON 06/23 @ 07:35 QT 178 02001782 QT 178 02001782 KA"
﻿,,"6/24/2017","Payment/Deposit","",,"","Waterway","Auto:Cleaning","Auto:Cleaning","",,"-40.35","Sears 9920(29)",
﻿,,"6/24/2017","Payment/Deposit","",,"","Coaches","Dining:Family","Dining:Family","",,"-5.99","Sears 9920(29)",
﻿,,"6/24/2017","Payment/Deposit","",,"","Coaches","Dining:Family","Dining:Family","",,"-20.96","Sears 9920(29)",
﻿,,"6/24/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-216.93","Kohls 3215(25)",
﻿,,"6/24/2017","Payment/Deposit","",,"","ARTTOFRAMES INC 402-935-7733 NY","Photographs and Video","Photographs and Video","",,"-43.54","Discover 3128(6)",
﻿,,"6/24/2017","Payment/Deposit","",,"","RYAN LAWN & TREE INC. 913-381-15","Household:Landscape","Household:Landscape","",,"-174.56","Discover4221(6)","ash treatment"
﻿,,"6/24/2017","Payment/Deposit","",,"","WILD BIRDS UNLIMITED LEAWOOD KS","Fix Me","Fix Me","",,"-22.02","Discover4221(6)",
﻿,,"6/24/2017","Payment/Deposit","",,"","FLICKR 408-349-3300 CA","Photographs and Video","Photographs and Video","",,"-24.95","Discover4221(6)",
﻿,,"6/23/2017","Payment/Deposit","",,"","Team Green Lawn","Fix Me","Fix Me","",,"486.13","Matt Checking 0451",
﻿,,"6/23/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-43.34","Matt Checking 0451","DBT PURCHASE ON 06/22 @ 20:57 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"6/23/2017","Payment/Deposit","",,"","BED BATH & BEYOND #651 800-462-3","Fix Me","Fix Me","",,"-47.98","Discover 3128(6)",
﻿,,"6/23/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-9.41","Discover 3128(6)",
﻿,,"6/23/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-24.68","Discover4221(6)",
﻿,,"6/23/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-16.35","Discover4221(6)",
﻿,,"6/23/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.01","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"6/22/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-38.19","Discover4221(6)",
﻿,,"6/22/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-10.78","Discover4221(6)",
﻿,,"6/22/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-64.72","Discover4221(6)",
﻿,,"6/22/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-6.75","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"6/22/2017","Payment/Deposit","",,"","JC Penney","Transfer:[JC Penney (30)]","Transfer:[JC Penney (30)]","",,"-69.88","Checking","payment (auto)"
﻿,,"6/22/2017","Payment/Deposit","",,"","Oneills","Dining:Family","Dining:Family","",,"-63.75","Sears 9920(29)",
﻿,,"6/22/2017","Payment/Deposit","",,"","ZOLA REGISTRY 408-657-9652 NY","Fix Me","Fix Me","",,"-64.97","Discover 3128(6)",
﻿,,"6/22/2017","Payment/Deposit","",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","Entertainment","",,"-57.42","Discover 3128(6)","transformers"
﻿,,"6/22/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-46.92","Discover 3128(6)",
﻿,,"6/22/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-7.00","Discover4221(6)",
﻿,,"6/21/2017","Payment/Deposit","",,"","Phillips Royal Llc","Fix Me","Fix Me","",,"-29.23","Matt Checking 0451","DBT PURCHASE ON 06/21 @ 09:21 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"6/21/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-22.83","Discover4221(6)",
﻿,,"6/21/2017","Payment/Deposit","",,"","TALK OF THE TOWN GRILL & OVERLAN","Dining:Family","Dining:Family","",,"-18.18","Discover4221(6)",
﻿,,"6/21/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-6.43","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"6/21/2017","Payment/Deposit","",,"","GREEN LANTERN CAR WASH 785-82522","Auto:Cleaning","Auto:Cleaning","",,"-13.09","Discover 3128(6)",
﻿,,"6/21/2017","Payment/Deposit","",,"","Purchase Finance Charge","Uncategorized","Uncategorized","",,"-74.08","AMEX Everyday(22)",
﻿,,"6/21/2017","Payment/Deposit","",,"","Purchase Finance Charge","Uncategorized","Uncategorized","",,"-0.27","AMEX Everyday(22)",
﻿,,"6/20/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","35 shares @ 1.00","Investments:Sell","","-35","35.00","Fidelity HSA XX5575",""
﻿,,"6/20/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-43.34","Matt Checking 0451","DBT PURCHASE ON 06/19 @ 12:14 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"6/20/2017","Payment/Deposit","",,"","Ward Parkway Lanes","Fix Me","Fix Me","",,"-26.50","Matt Checking 0451","DBT PURCHASE ON 06/19 @ 22:33 WARD PARKWAY LANES WARD PARKWAY LA"
﻿,,"6/20/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-26.10","Discover4221(6)",
﻿,,"6/20/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-10.58","Discover4221(6)",
﻿,,"6/20/2017","Payment/Deposit","",,"","NORMAL DISTR PARTIAL HUNTER FAMI","Uncategorized","Uncategorized","",,"-35.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL HUNTER FAMILY VISION    LEAWOOD       KS"
﻿,,"6/20/2017","Payment/Deposit","",,"","Kcpt Donations","Charity:Cash","Charity:Cash","",,"-19.00","Checking",
﻿,,"6/19/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","500 shares @ 1.00","Investments:Sell","","-500","500.00","Fidelity HSA XX5575",""
﻿,,"6/19/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-10.74","Matt Checking 0451","DBT PURCHASE ON 06/18 @ 02:16 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"6/19/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-4.94","Matt Checking 0451","DBT PURCHASE ON 06/18 @ 01:09 QT 178 02001782 QT 178 02001782 KA"
﻿,,"6/19/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-3.22","Matt Checking 0451","DBT PURCHASE ON 06/18 @ 02:16 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"6/19/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-15.48","Sears 9920(29)",
﻿,,"6/19/2017","Payment/Deposit","",,"","KOHLS","Transfer:[Checking]","Transfer:[Checking]","",,"162.15","Kohls 3215(25)","payment (auto)"
﻿,,"6/19/2017","Payment/Deposit","",,"","KOHLS","Transfer:[Kohls 3215(25)]","Transfer:[Kohls 3215(25)]","",,"-162.15","Checking","payment (auto)"
﻿,,"6/19/2017","Payment/Deposit","",,"","MICHAELS STORES 2713 OVERLAND PA","Fix Me","Fix Me","",,"-93.58","Discover4221(6)",
﻿,,"6/19/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.02","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"6/19/2017","Payment/Deposit","",,"","NORMAL DISTR PARTIAL SHAWNEE MIS","Uncategorized","Uncategorized","",,"-500.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL SHAWNEE MISSION MEDICA  913-6762000   KS"
﻿,,"6/18/2017","Payment/Deposit","",,"","Sunglass Hut","Fix Me","Fix Me","",,"-174.56","Matt Checking 0451","DBT PURCHASE ON 06/17 @ 02:11 SUNGLASS HUT 1292 SUNGLASS HUT 129"
﻿,,"6/18/2017","Payment/Deposit","",,"","ATM Village Seville","Fix Me","Fix Me","",,"-80.00","Matt Checking 0451","ATM VILLAGE SEVILLE 13100 STATE LINE ROAD LEAWOOD KS CARD NBR: -"
﻿,,"6/18/2017","Payment/Deposit","",,"","ATM Village Seville","Fix Me","Fix Me","",,"-20.00","Matt Checking 0451","ATM VILLAGE SEVILLE 13100 STATE LINE ROAD LEAWOOD KS CARD NBR: -"
﻿,,"6/18/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-16.21","Matt Checking 0451","DBT PURCHASE ON 06/18 @ 23:20 WAL Wal-Mart Store 6411151599 WAL-"
﻿,,"6/18/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-3.80","Matt Checking 0451","DBT PURCHASE ON 06/18 @ 18:44 WAL Wal-Mart Super 5421402955 WAL-"
﻿,,"6/18/2017","Payment/Deposit","",,"","SHOWTIME SUB 866-216-1072 WA","Entertainment","Entertainment","",,"-8.99","Discover 3128(6)",
﻿,,"6/18/2017","Payment/Deposit","",,"","APL* ITUNES.COM/BILL 866-712-775","Fix Me","Fix Me","",,"-7.63","Discover 3128(6)",
﻿,,"6/18/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-14.99","Discover4221(6)","Hitchens - Mortality"
﻿,,"6/18/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Subscriptions","Subscriptions","",,"-9.99","Discover4221(6)",
﻿,,"6/17/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-23.89","Matt Checking 0451","DBT PURCHASE ON 06/16 @ 23:49 QT 227 02002277 QT 227 02002277 KA"
﻿,,"6/17/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-6.35","Matt Checking 0451","DBT PURCHASE ON 06/16 @ 01:35 QT 178 02001782 QT 178 02001782 KA"
﻿,,"6/17/2017","Payment/Deposit","",,"","Trader Joes","Groceries","Groceries","",,"-7.68","Sears 9920(29)",
﻿,,"6/17/2017","Payment/Deposit","",,"","Gordon Biersch","Dining:Family","Dining:Family","",,"-48.25","Sears 9920(29)",
﻿,,"6/17/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-57.71","Sears 9920(29)",
﻿,,"6/17/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-91.60","Discover4221(6)",
﻿,,"6/17/2017","Payment/Deposit","",,"","SALLY BEAUTY #10018 KANSAS CITY","Fix Me","Fix Me","",,"-5.56","Discover4221(6)",
﻿,,"6/17/2017","Payment/Deposit","",,"","SPORT CLIPS KS109 OVERLAND PARKK","Personal","Personal","",,"-27.00","Discover4221(6)","GD haircut"
﻿,,"6/17/2017","Payment/Deposit","",,"","BLUEMOUNTAIN*CREATPRNT 888-254-1","Subscriptions","Subscriptions","",,"-19.99","Discover4221(6)",
﻿,,"6/16/2017","Payment/Deposit","",,"","Team Green Lawn","Fix Me","Fix Me","",,"576.31","Matt Checking 0451",
﻿,,"6/16/2017","Payment/Deposit","",,"","Arbor Creek Wine","Fix Me","Fix Me","",,"-38.86","Matt Checking 0451","DBT PURCHASE ON 06/16 @ 15:31 ARBOR CREEK WINE AND SP ARBOR CREE"
﻿,,"6/16/2017","Payment/Deposit","",,"","Presto Presto Nbr","Fix Me","Fix Me","",,"-5.70","Matt Checking 0451","DBT PURCHASE ON 06/14 @ 15:31 PRESTO #13 PRESTO #13 LAKE QUIVIRA"
﻿,,"6/16/2017","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-23.48","Sears 9920(29)",
﻿,,"6/16/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-26.88","Discover4221(6)",
﻿,,"6/16/2017","Payment/Deposit","",,"","SEARS WARRANTY 855-256-2467 FL","Household","Household","",,"-49.99","Discover 3128(6)",
﻿,,"6/16/2017","Payment/Deposit","",,"","MCGONIGLES FOOD STOSMC KANSAS CI","Groceries","Groceries","",,"-47.70","Discover4221(6)",
﻿,,"6/16/2017","Payment/Deposit","",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","Dining:Greg","",,"-4.40","Discover4221(6)",
﻿,,"6/16/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"10.87","Discover4221(6)",
﻿,,"6/15/2017","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","13.722 shares @ 12.359714","Investments:Buy","","13.722","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 06/15/2017"
﻿,,"6/15/2017","Buy","",,"Stable Value","Stable Value","26.164 shares @ 6.482189","Investments:Buy","","26.164","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 06/15/2017"
﻿,,"6/15/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","214.58 shares @ 1.00","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
﻿,,"6/15/2017","Payment/Deposit","",,"","Pinstripes","Dining:Family","Dining:Family","",,"-50.11","Sears 9920(29)",
﻿,,"6/15/2017","Payment/Deposit","",,"","HD TAN OVERLAND PARKKS","Personal","Personal","",,"-13.28","Discover4221(6)",
﻿,,"6/15/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-13.79","Discover4221(6)",
﻿,,"6/15/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-8.00","Discover4221(6)",
﻿,,"6/15/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
﻿,,"6/15/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-78.19","Savings","Paycheck"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-564.97","Savings","Paycheck"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-175.64","Savings","Paycheck"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-71.64","Savings","Life Insurance"
﻿,"S","6/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,,"6/15/2017","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"6/15/2017","Payment/Deposit","EFT",,"","Water District #1","Utilities:Water","Utilities:Water","",,"-75.94","Checking",
﻿,,"6/15/2017","Payment/Deposit","",,"","Costco Visa","Transfer:[Checking]","Transfer:[Checking]","",,"119.04","Costco Visa 5455","payment (auto)"
﻿,,"6/15/2017","Payment/Deposit","",,"","Costco Visa","Transfer:[Costco Visa 5455]","Transfer:[Costco Visa 5455]","",,"-119.04","Checking","payment (auto)"
﻿,,"6/14/2017","Payment/Deposit","",,"","Mr Gyros","Dining:Family","Dining:Family","",,"-16.95","Sears 9920(29)",
﻿,,"6/14/2017","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"27.24","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"6/14/2017","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"-168.92","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"6/14/2017","Payment/Deposit","",,"","HOBBY-LOBBY #0020 OVERLAND PARKK","Fix Me","Fix Me","",,"-55.74","Discover4221(6)",
﻿,,"6/14/2017","Payment/Deposit","",,"","MARSHALLS #0609 OLATHE KS","Fix Me","Fix Me","",,"-46.33","Discover4221(6)",
﻿,,"6/14/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","Personal","",,"-100.19","Discover4221(6)",
﻿,,"6/13/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-59.66","Matt Checking 0451","DBT PURCHASE ON 06/12 @ 20:02 IN *KC SMOKE & VAPE IN *KC SMOKE &"
